song_state,song_artist,song_name
New York,Dean Martin,If I Ever Get Back to Georgia
New York,Blake Shelton,Got A Little Country
New York,Game,Money Over Bitches
New York,Gavin DeGraw,She Sets The City On Fire
New York,Nazareth,New York Broken Toy
New York,Thea Gilmore,December In New York
New York,Joan Osborne,Cathedrals
New York,Andy Grammer,Build Me a Girl
New York,Jennifer Lopez,Good Hit
New York,2Pac,Thug Style
New York,"Damian ""Junior Gong"" Marley",Love It or Leave It Alone/Welcome to Jamrock
New York,The Notorious B.I.G.,1970 Somethin'
New York,EPMD,Chill
New York,Jennifer Warnes,"Big Noise, New York"
New York,"Country Joe & the Fish, Country Joe McDonald",Air Algiers
New York,Talib Kweli,Real Women
New York,"Swizz Beatz, French Montana",SWIZZMONTANA
New York,Lil Duke,Up
New York,Snoop Dogg,New York [DVD]
New York,The Velvet Underground,Rock & Roll
New York,Press Play,NY2LA
New York,Ty Herndon,In a New York Second
New York,Lana Del Rey,Party Girl (St. Tropez)
New York,Method Man,Episode 11: SI vs. Everybody
New York,Sade,Sally
New York,Neil Sedaka,New York City Blues [Stereo]
New York,Maren Morris,Mona Lisas and Mad Hatters
New York,G.R.L.,Ugly Heart
New York,Travie McCoy,All In (New York Giants' Anthem)
New York,Trik Turner,New York Groove
New York,Machel Montano,Touch Your Button Carnival Jam: Let Me Touch Your Button/Rouge et Bleu/
New York,Lil Duke,I Bought Her
New York,Keith Harkin,Orange Moon
New York,Skaters,To Be Young in NYC
New York,Busta Rhymes,The Current State of Anarchy (Intro)
New York,Bruce Cockburn,"Avalon, My Home Town"
New York,Natalie Cole,In My Reality
New York,Bone Crusher,"Jook Gal (Wine, Wine)"
New York,Cliff Richard,La Gonave
New York,Eric B. & Rakim,Rest Assured
New York,Newsboys,The Upside
New York,王若琳,New York State of Mind
New York,Garland Jeffreys,New York Skyline
New York,Big Grams,Fell In The sun
New York,RuPaul,American
New York,Rita Ora,"Young, Single & Sexy"
New York,Guy Chambers,Knutsford City Limits
New York,Die Toten Hosen,Cokane in My Brain
New York,Jennifer Lopez,On the Floor [Radio Edit]
New York,Cardi B,Lick
New York,Indigo Girls,Mona Lisas and Mad Hatters [Live]
New York,M,Pop Muzik
New York,Diamond Head,Dead Reckoning
New York,Christopher Jackson,Non-Stop
New York,Common,Respiration
New York,Tony Touch,Ay Ay Ay
New York,Salvador Sobral,Autumn In New York
New York,"CyHi The Prynce, Young Thug, Bodega Bamz, SL Jones, Heems, Remy Banks, Two-9, Bryant Dope, Prodigy, Scotty ATL, Bobby Creekwater, Da$h, Go Dreamer, Yak Ballz, Zebra Katz, Mike G, Del Harris, Renegade El Rey, Alexander Spit, Pill, Nigel Nasty, A$ton Matthews, Raekwon, Killer Mike, Pusha T, Vado, Nipsey Hussle, YG, Problem, Danny Brown, Meyhem Lauren, Action Bronson, Kilo Kish, Rockie Fresh, Flatbush Zombies, RetcH",The Rap Monument
New York,Rick Ross,Off the Boat
New York,Glee,Stayin' Alive
New York,Snoop Dogg,East Coast [Remix]
New York,Sean Paul,Mad Love
New York,"The Notorious B.I.G., Faith Evans, The Game",1970 Sumthin'
New York,Hamilton Bohannon,Disco Stomp
New York,Nas,N.Y.C.
New York,5 Seconds of Summer,Fly Away
New York,Gang Starr,Militia [Pete Rock Remix]
New York,"Sheba, Blak Ryno, Jah Vinci, Notnice, Lisa Hyper, Dosa Medicine, Gaza Kim",Empire Medley
New York,슈퍼주니어 동해&은혁,"떴다 오빠 Oppa, Oppa"
New York,Kurt Wagner,What New York Couples Fight About
New York,"Joell Ortiz, Statik Selektah",Bring Em' Up Dead
New York,Robert Glasper Experiment,Thinkin Bout You
New York,Flow Mafia,La Glock
New York,The Chipmunks,Stayin' Alive
New York,The Killers,Mona Lisas and Mad Hatters
New York,Lil Uzi Vert,Moist
New York,Gram Parsons,Big Mouth Blues
New York,Ellis Paul,Angel in Manhattan
New York,A Great Big World,Already Home
New York,Godley & Creme,An Englishman in New York
New York,Above & Beyond,Fly To New York
New York,John Kander,Cheering For Me Now [Hamildrops]
New York,Thin Lizzy,Hollywood (Down on Your Luck)
New York,Rancid,Olympia Wa.
New York,Digable Planets,Pacifics
New York,Digable Planets,The Art of Easing
New York,Digable Planets,Graffiti
New York,Mitch Ryder,Rock & Roll
New York,Armand Van Helden,N.Y.C. Beat
New York,Larry Gatlin,Delta Dirt
New York,Squeeze,I Must Go [Live; Version]
New York,Thin Lizzy,Hollywood (Down On Your Luck)
New York,Priscilla Herdman,Talk to Me of Mendocino [Previously Unreleased Track]
New York,Head East,Hard Drivin' Days
New York,Memphis Bleek,Stay Alive in NYC
New York,Apollo 440,Dude Descending a Staircase
New York,Aesop Rock,N.Y. Electric
New York,Apollo 440,Dude Descending a Staircase [Stanton Warriors Vocal Club Mix]
New York,Five for Fighting,NYC Weather Report
New York,Five for Fighting,NYC Weather Report [DVD]
New York,The Wombats,Moving to New York
New York,We the Kings,The Secret to New York
New York,Sublime with Rome,Take It or Leave It
New York,Big Daddy Kane,Down the Line
New York,De La Soul,Long Island Degrees
New York,Cam'ron,You Gotta Love It
New York,The Four Lads,Istanbul (Not Constantinople)
New York,Iggy Pop,Don't Look Down
New York,Twista,Jook Gal (Wine Wine) [Head Gawn Version]
New York,Big Daddy Kane,Big Daddy Vs. Dolemite
New York,Dar Williams,Southern California Wants to Be Western New York
New York,Brand Nubian,Probable Cause
New York,The Decemberists,Song for Myla Goldberg
New York,Snoop Dogg,The Thrill Is Back
New York,Kip Moore,Red White Blue Jean American Dream
New York,The Crash,New York
New York,Jay Critch,I'm A Star
New York,Kranium,History
New York,The Lost Boyz,New York City War Call
New York,J-Live,A Charmed Life
New York,Jeremy Crowe,Travel the World
New York,Richard Julian,Slow New York
New York,Jake Miller,Carry On
New York,Claude Nougaro,STANCES A NEW YORK
New York,"Unge Ferrari, Dutty Dior",Edward Saksehånd
New York,VersaEmerge,American Boy
New York,Jack River,Stardust & Rust
New York,Hämatom,Ser Na System
New York,Christina Martin,Puppet Museum
New York,Da Uzi,Booska New York
New York,Bing Crosby,Istanbul
New York,Yo Gotti,Vibes
New York,Fat Joe,Cocababy
New York,Talib Kweli,NY Weather Report
New York,Thin Lizzy,Hollywood
New York,Mat Kearney,New York To California
New York,Jon Bellion,"New York Soul, Pt. 2"
New York,Kid Capri,We Celebrate
New York,John Cafferty,NYC Song
New York,林一峰,曼克顿的最後一夜
New York,Super 131,爱别回头
New York,周治平,Mr. Lee你要往那里去
New York,Kool G Rap,Executioner Style
New York,Shanky ,Stone Forest
New York,ムーンライダーズ,Elephant
New York,橘 いずみ,New York Nite
New York,プレクトラム,882
New York,木暮 武彦,Pain On The Run
New York,Johanns Erben,"Guten Morgen, Wien"
New York,MFÖ,New York Sokaklarında
New York,Elvis Crespo,Bam Bam
New York,"Young Thug, Strick",Big Apple
New York,Wyclef Jean,Conexión Caribeña
New York,Pretenders,Maybe Love Is in NYC
New York,Lin-Manuel Miranda,Helpless
New York,Thomas Dybdahl,"One Day You'll Dance for Me, New York City"
New York,Anna McGarrigle,"Sun, Son (Shining on the Water)"
New York,Talib Kweli,Roll Off Me
New York,Tori Amos,Fast Horse
New York,Sara Evans,Anywhere
New York,Mat Kearney,Don't Cry For Me
New York,Ricardo Arjona,Un Caribe en Nueva York
New York,The Blood Brothers,New York Slave
New York,DJ Jazzy Jeff,A Charmed Life
New York,Ella Fitzgerald,Give It Back to the Indians
New York,Bohannon,Disco Stomp
New York,The Fiery Furnaces,Take Me Round Again
New York,Lin-Manuel Miranda,What'd I Miss
New York,Kool G Rap,Streets of New York
New York,David Mead,Only Living Boy in New York
New York,Dr. Demento,The Smoke Off
New York,Ghostface Killah,The Juks
New York,Soul Asylum,New York Blackout
New York,Virginia Coalition,Stella
New York,Hugh Jackman,Best That You Can Do
New York,Country Joe McDonald,Air Algiers
New York,Joe Strummer,Dum Dum Club
New York,Jesse Malin,NY Nights
New York,Scott Weiland,Arch Angel
New York,Sebastien Grainger,Going With You
New York,Papoose,Faith
New York,Digable Planets,Borough Check
New York,Die Toten Hosen,Cokaine In My Brain
New York,Sheek Louch,45 Minutes to Broadway
New York,Emigrate,New York City
New York,Jamie Lawson,Cold in Ohio
New York,Yoko Ono,Midsummer New York
New York,Yoko Ono,O'Oh
New York,Shel Silverstein,The Smoke Off
New York,Grateful Dead,Truckin'
New York,Lauv,I Like Me Better
New York,Christine and the Queens,Photos Souvenirs
New York,Group Home,A Train X-Press
New York,Simon Townshend,Girl in New York
New York,Funeral Party,New York City Moves To The Sound Of L.A. [Mike Relm Remix]
New York,Allan Sherman,Holiday for States
New York,NOFX,"Olympia, WA"
New York,Matt Nathanson,Sunday New York Times
New York,Squad Five-O,Bombs over Broadway
New York,City Boy,New York Times
New York,Har Mar Superstar,EZ Pass
New York,Kimya Dawson,My Heroes
New York,Big Grams,Fell in the Sun
New York,Mos Def,Respiration
New York,Neil Diamond,I Am... I Said
New York,Muddy Magnolias,American Woman
New York,Mandy Moore,Mona Lisas and Mad Hatters
New York,Punch Brothers,New York City
New York,Andy Mineo,Say Less
New York,The Jackson 5,It's Too Late to Change the Time
New York,Frank Sinatra,How About You?
New York,"Pablo Chill-E, El Futuro Fuera de Órbita",Flyte
New York,Atlanta Rhythm Section,Doraville
New York,MC Hammer,Turn This Mutha Out
New York,Gavin Rossdale,This Is Happiness
New York,Christopher Owens,Here We Go
New York,Wu-Tang Clan,In Trouble
New York,John Rich,Shuttin' Detroit Down
New York,The Game,Game's Pain
New York,Nanci Griffith,"Good Night, New York [Live]"
New York,French Montana,State of Mind
New York,Ella Fitzgerald,Istanbul
New York,A Tribe Called Quest,Award Tour [LP Version]
New York,N.W.A,Message to B.A.
New York,A Tribe Called Quest,Award Tour
New York,2Pac,Live It Up
New York,The Teens,New York
New York,Michael Jackson,It's Too Late to Change the Time
New York,James Brown,Living in America
New York,RZA,We Pop
New York,Ferry Corsten,"Rock Your Body, Rock"
New York,Ferry Corsten,Rock Your Body Rock [Radio Edit]
New York,Jefferson Airplane,"A Small Package of Value Will Come to You, Shortly"
New York,Wu-Tang Clan,Ruckus in B Minor
New York,Britney Spears,Toy Soldier
New York,The Moldy Peaches,NYC's Like a Graveyard
New York,GLAY,Lady Close
New York,渡辺美里,冷たいミルク
New York,佐野元春,トゥナイト
New York,Lady Gaga,Black Jesus + Amen Fashion
New York,Elton John,Levon
New York,Paul Simon,Darling Lorraine
New York,The Notorious B.I.G.,Realest N*ggas
New York,Rod Stewart,All in the Name of Rock 'n' Roll
New York,Rod Stewart,All in the Name of Rock 'N' Roll [Alternate Version; Previously Unreleased Track; Bonus Track]
New York,Jay-Z,Change Clothes
New York,George Strait,She Let Herself Go
New York,The Notorious B.I.G.,Brooklyn's Finest
New York,Mel Tormé,Lonely Town
New York,Frank Sinatra,Lonely Town
New York,Frank Sinatra,Around the World
New York,Elvis Presley,Hard Knocks
New York,The Clash,The Right Profile
New York,Johnny Cash,Orange Blossom Special
New York,The Yardbirds,New York City Blues
New York,Woody Guthrie,This Land Is Your Land
New York,Bill Monroe,Orange Blossom Special
New York,Van Morrison,Glad Tidings
New York,Bruce Springsteen,Darlington County
New York,Bing Crosby,Around the World (In Eighty Days)
New York,Busta Rhymes,Busta's Intro
New York,Johnny Cash,Orange Blossom Special [#[]
New York,Bill Monroe & His Bluegrass Boys,Orange Blossom Special
New York,Toby Keith,Honkytonk U
New York,Burt Bacharach,Arthur's Theme (Best That You Can Do)
New York,Beastie Boys,Hello Brooklyn
New York,Judy Garland,It's a Great Day for the Irish
New York,Electric Light Orchestra,All Over the World
New York,The Game,The Code
New York,The Who,Now I'm a Farmer
New York,Quavo,PICK UP
New York,Raekwon,Bulletproof Diaries
New York,Black Eyed Peas,NEWS TODAY
New York,Mobb Deep,Murdera
New York,Black Sheep,L A S M
New York,The Rolling Stones,Star Star
New York,Barbra Streisand,Opening Remarks
New York,James Newton Howard,For All We Know
New York,Boyz II Men,All Around the World
New York,Gordon Lightfoot,Medley: I'm Not Sayin'/Ribbon of Darkness
New York,John Cale,Starlight
New York,Count Basie,New York City Blues
New York,Charlie Daniels,Orange Blossom Special
New York,Waylon Jennings,Oklahoma Sunshine
New York,Frank Sinatra,Come Up to My Place
New York,Sam Cooke,It's Got the Whole World Shakin'
New York,Too Short,"Wild, Wild West"
New York,Harry Belafonte,Zombie Jamboree (Back to Back)
New York,Gordon Lightfoot,Hi'way Songs
New York,Lou Reed,Doin' the Things That We Want To
New York,Willie Nelson,Texas on a Saturday Night
New York,Bruce Springsteen,This Land Is Your Land
New York,Aerosmith,The Train Kept A Rollin'
New York,James Taylor,Wandering
New York,Too $hort,Wild Wild West
New York,T. Rex,New York City [A-Side; Version]
New York,Paul Simon,Adios Hermanos
New York,Lou Reed,New York Telephone Conversation
New York,P!nk,Humble Neighborhoods
New York,The Bellamy Brothers,Get into Reggae Cowboy
New York,Jeff Beck,New York City Blues
New York,Busta Rhymes,Intro
New York,Marc Bolan,All Alone
New York,T. Rex,New York City
New York,John Lennon,Steel and Glass
New York,Taj Mahal,Ain't It Funky Now [*]
New York,Tim McGraw,Down On The Farm
New York,Wu-Tang Clan,The Projects
New York,Game,New York (Skit)
New York,50 Cent,Gunz Come Out
New York,Godley & Creme,An  Englishman in New York
New York,AZ,Doe Or Die
New York,Pharoahe Monch,Simon Says
New York,El-P,No Kings
New York,"Dave East, Gunna",Us
New York,"MadeinTYO, PnB Rock, 24hrs",What You Like [Remix]
New York,They Might Be Giants,Istanbul (Not Constantinople)
New York,LL Cool J,The Breakthrough
New York,Arlo Guthrie,Somebody Turned on the Light
New York,Jeri Southern,Let's Fly Away
New York,DMX,Make a Move
New York,Ja Rule,Worldwide Gangsta
New York,Boo,Worldwide Gangsta
New York,Doris Day,Let's Fly Away
New York,Buck Owens,Hello California
New York,The Doors,Little Red Rooster
New York,50 Cent,Back Down
New York,Jeff Beck,New York City Blues [Stereo Mix; Previously Unreleased Track]
New York,Afrika Bambaataa,Music Makes Me High
New York,Paul Anka,Love (Makes the World Go Round)
New York,Kiss,Naked City
New York,Diddy,We Gon' Make It
New York,Nat King Cole,Around the World
New York,Nicki Minaj,Win Again
New York,Nat King Cole,Love Is Sweeping the Country
New York,50 Cent,Westside Story
New York,Taylor Swift,Daylight
New York,Celine Dion,J'irai où tu iras
New York,Drake,My Side [Care Package]
New York,Woody Guthrie,This Land Is Your Land [Alternate Version]
New York,Bilal,Cali Sunshine
New York,Elton John,"Joseph, Better You Than Me"
New York,Tha Dogg Pound,It's Craccin All Night
New York,50 Cent,Piggy Bank
New York,Burt Bacharach,Movie Medley: Arthur's Theme
New York,Elton John,Your So Static
New York,The Game,Let Us Live
New York,Green Day,Kill The DJ
New York,Ed Sheeran,New York
New York,Mike Posner,Buried in Detroit (Lucas Lowe Remix)
New York,Caetano Veloso,Vaca Profana
New York,DMX,A'Yo Kato
New York,50 Cent,Rowdy Rowdy
New York,Vengaboys,We Like to Party
New York,A Tribe Called Quest,Award Tour [Radio Version]
New York,Foxy Brown,I Shot Ya [Remix]
New York,Jennifer Lopez,On the Floor [Radio Edit-No Rap]
New York,Kidz Bop Kids,Good Life
New York,Joe Budden,Three
New York,2Pac,Intro/Bomb First (My Second Reply)
New York,2Pac,Bomb First (My Second Reply) (Intro)
New York,"GZA, RZA, Method Man, Wu-Tang Clan, Raekwon, Inspectah Deck, Masta Killa, U-God, Cappadonna, Ghost",Ruckus in B Minor
New York,Judge,New York Crew
New York,Judge,New York Crew [Bonus Track]
New York,Michael Schulte,Leaving To New York
New York,Michel Polnareff,OPHELIE FLAGRANT DES LITS
New York,Sophie B. Hawkins,California Here I Come
New York,Gino Vannelli,Son of a New York Gun
New York,Fun Lovin' Criminals,King of New York
New York,Ellis Paul,Midnight Strikes Too Soon
New York,Girls Against Boys,Tweaker
New York,Fountains of Wayne,No Better Place
New York,The Raveonettes,New York Was Great
New York,Thursday,War All the Time
New York,J.T. Money,Poison Freestyle
New York,Joanna Newsom,Same Old Man
New York,Stetsasonic,Took Place in East New York
New York,Prodigy,The Rotten Apple
New York,Trae,The Rotten Apple
New York,J Dilla,Love
New York,Pedro Capó,Que No
New York,Pharoahe Monch,Shine
New York,Neil Finn,Lights of New York
New York,Parmalee,Carolina
New York,Recoil,New York Nights
