state,city,song,artist
 Texas,San Antonio,Remember the Alamo,  George Strait
 Texas,San Antonio,San Antonio,  Willie Nelson from Texas in My Soul
 Texas,San Antonio,San Antonio Rose,"  Lee Ann Womack, and Willie Nelson & Ray Price"
 Texas,San Antonio,San Antonio Nights,  Eddy Raven
 Texas,San Antonio,San Antonio Romeo,  Tish Hinojosa
 Texas,San Antonio,San Antonio Stroll,  Tanya Tucker
 Texas,San Antonio,"San Antonio, TX",  Frank Black and the Catholics
 Texas,San Antonio,San Antone,  Whiskeytown
 Texas,San Antonio,What am I Doing Hangin' 'Round?,  The Monkees
 California,San Diego,Going to San Diego,  The Mountain Goats
 California,San Diego,San Diego,  Blink 182
 California,San Diego,San Diego,  Burning Brides
 California,San Jose,Do You Know The Way To San Jose?,  Burt Bacharach and Hal David
 New Mexico,Santa Fe,Amarillo  Morning,  George Strait
 New Mexico,Santa Fe,Drive By,  Train
 New Mexico,Santa Fe,Santa Fe,  Bon Jovi
 New Mexico,Santa Fe,Santa Fe,  The Bellamy Brothers
 New Mexico,Santa Fe,Santa Fe,  The Bluescasters
 New Mexico,Santa Fe,Santa Fe,  Beirut
 New Mexico,Santa Fe,Santa Fe, from Newsies
 New Mexico,Santa Fe,Santa Fe, from Rent
 New Mexico,Santa Fe,Santa Fe,  Bob Dylan
 New Mexico,Santa Fe,Me and My Uncle,  Grateful Dead
 New Mexico,Santa Fe,Oblivion, Mudhoney
 New Mexico,Santa Fe,Gone to Santa Fe, David Wilcox
 New Mexico,Santa Fe,"Hair of Gold, Eyes of Blue", Frank Sinatra
 New Mexico,Santa Fe,Coyote, Better Than Ezra
 New Mexico,Santa Fe,G.I. Five, Johnny Mercer
 New Mexico,Santa Fe,Lose That Girl, Saint Etienne
 New Mexico,Santa Fe,New Mexico's no Breeze, Iron & Wine
 New Mexico,Santa Fe,Midnight Train, Charlie Daniels Band
 California,Sausalito,Sausalito Summer Night,  Diesel
 Georgia,Savannah,Savannah,  Relient K
 Georgia,Savannah,West Savannah,  Outkast
 Georgia,Savannah,Gump,  Weird Al Yankovic
 Georgia,Savannah,Hard Hearted Hannah (The Vamp of Savannah),
 Georgia,Savannah,Savannah Nights,  Tom Johnston
 California,Simi Valley,Simi California,  Fisher
 Iowa,Sioux City,Sioux City Sue, recorded  Gene Autry and others
 Iowa,Sioux City,Terminal Grain,  The Extra Lens
 Illinois,Springfield,"Springfield, or Bob Got a Shadfly Caught in his Hair",  Sufjan Stevens
 Minnesota,St. Paul,Big River,  Johnny Cash
 Minnesota,St. Paul,Leader of the Band,  Dan Fogelberg
 Minnesota,St. Paul,Me and You and a Dog Named Boo,  Lobo
 Minnesota,St. Paul,Mister D.J.,  the Charlie Daniels Band
 Georgia,Statesboro,Statesboro Blues,  The Allman Brothers Band
 Washington,Tacoma,Rock'n Me,  Steve Miller Band
 Washington,Tacoma,Thrice All-American,  Neko Case
 Florida,Tallahassee,Tallahassee Lassie,  Freddy Cannon
 Florida,Tallahassee,Tallahassee,  The Mountain Goats
 Florida,Tallahassee,Tallahassee Tango,  Mephiskapheles
 Colorado,Telluride,Telluride,  Tim McGraw
 Louisiana,Thibodaux,Amos Moses,  Jerry Reed
 Kansas,Topeka,Topeka,  Ludo
 Arizona,Tucson,Closer,  The Chainsmokers
 Arizona,Tucson,Get Back,  The Beatles
 Arizona,Tucson,Goin' Back To Tucson,  The Supersuckers
 Arizona,Tucson,Pray for Tucson,  Dave Hause
 Arizona,Tucson,Send Me Down To Tucson,  Mel Tillis
 Arizona,Tucson,Tucson,  Euphoria
 Arizona,Tucson,Tucson Arizona,  Link Wray
 Arizona,Tucson,"Tucson, Arizona (Gazette)",  Dan Fogelberg
 Arizona,Tucson,"Tucson, Arizona",  Rory Gallagher
 Arizona,Tucson,Tucson Train,  Bruce Springsteen
 New Mexico,Tucumcari,Coyote,  Better Than Ezra
 New Mexico,Tucumcari,Dead End Diner,  Lost Dogs
 New Mexico,Tucumcari,Goode Tennessee,  Jim Post
 New Mexico,Tucumcari,Hungry Man,  Louis Jordan
 New Mexico,Tucumcari,I Don't Care,  Justin Townes Earle
 New Mexico,Tucumcari,Il Treno a Tucumcari,  Bloodhorse
 New Mexico,Tucumcari,Last Hobo,  John Denver
 New Mexico,Tucumcari,Ode to the Road, By Larry Gatlin
 New Mexico,Tucumcari,Route 40,  Leslie Fish
 New Mexico,Tucumcari,Route 66,  Perry Como
 New Mexico,Tucumcari,Truckstop Gospel,  Parker Millsap
 New Mexico,Tucumcari,Tucumcari,  Cex
 New Mexico,Tucumcari,Tucumcari,  Freedy Johnston
 New Mexico,Tucumcari,Tucumcari,  Hugues Aufray
 New Mexico,Tucumcari,Tucumcari,  Jimmie Rodgers
 New Mexico,Tucumcari,Tucumcari,  Randy Kaplan
 New Mexico,Tucumcari,"Tucumcari, Here I Come",  Dale Watson
 New Mexico,Tucumcari,Tucumcari Woman,  Dan Roberts
 New Mexico,Tucumcari,Two-Gun Harry from Tucumcari,  Dorothy Shay
 New Mexico,Tucumcari,Willin',  Little Feat
 California,Tulare,Tulare Dust,  Merle Haggard
 Oklahoma,Tulsa,200 More Miles,  Cowboy Junkies
 Oklahoma,Tulsa,Almost to Tulsa,  Buddy Charleton
 Oklahoma,Tulsa,Convoy,  C.W. McCall
 Oklahoma,Tulsa,Don't Let the Sun Set on You in Tulsa,  Waylon Jennings
 Oklahoma,Tulsa,Don't Make Me Come to Tulsa,  Wade Hayes
 Oklahoma,Tulsa,Easton and Main,  the Turnpike Troubadours
 Oklahoma,Tulsa,Halfway to Tulsa,  Larry Sparks
 Oklahoma,Tulsa,Home Sweet Oklahoma,  Leon Russell
 Oklahoma,Tulsa,Last Trip to Tulsa,  Neil Young
 Oklahoma,Tulsa,Prisoner of the Highway,  Ronnie Milsap
 Oklahoma,Tulsa,Take Me Back to Oklahoma,  Chub Checker
 Oklahoma,Tulsa,Take Me Back to Oklahoma,  Henson Cargill
 Oklahoma,Tulsa,Take Me Back to Tulsa,  Bob Wills
 Oklahoma,Tulsa,Tampa to Tulsa,  The Jayhawks[51]
 Oklahoma,Tulsa,Tell Me Something Bad About Tulsa,  Merle Haggard
 Oklahoma,Tulsa,The Day That She Left Tulsa,  Wade Hayes
 Oklahoma,Tulsa,The Heart of Rock & Roll,  Huey Lewis and the News
 Oklahoma,Tulsa,The Tulsa Shuffle,  The Tractors
 Oklahoma,Tulsa,Tulsa,  Rufus Wainwright
 Oklahoma,Tulsa,Tulsa,"  Wayne ""The Train"" Hancock"
 Oklahoma,Tulsa,Tulsa,  Waylon Jennings
 Oklahoma,Tulsa,Tulsa Ba,  Dave Stogner
 Oklahoma,Tulsa,Tulsa County,  The Byrds
 Oklahoma,Tulsa,Tulsa Girl,  Dwight Twilley
 Oklahoma,Tulsa,Tulsa Queen,  Emmylou Harris
 Oklahoma,Tulsa,Tulsa Sounds Like Trouble to Me,  Shawn Camp
 Oklahoma,Tulsa,Tulsa Straight Ahead,  Jimmy Hall
 Oklahoma,Tulsa,Tulsa Telephone Book,  Tom T. Hall
 Oklahoma,Tulsa,Tulsa Time,  Don Williams
 Oklahoma,Tulsa,Tulsa Turnaround,  Kenny Rogers
 Oklahoma,Tulsa,24 Hours From Tulsa,  Gene Pitney
 Oklahoma,Tulsa,You're the Reason God Made Oklahoma,  David Frizzell & Shelly West
 D.C.,Washington,Banned in DC,  Bad Brains
 D.C.,Washington,The Bourgeois Blues,  Lead Belly
 D.C.,Washington,Chocolate City,  Parliament
 D.C.,Washington,The Community of Hope,  PJ Harvey
 D.C.,Washington,The District Sleeps Alone Tonight,  The Postal Service
 D.C.,Washington,Drop the Bomb,  Trouble Funk
 D.C.,Washington,"Washington, D.C.",  The Magnetic Fields
 D.C.,Washington,The Washington Post March,  John Philip Sousa
 D.C.,Washington,Fifteenth and T,  Swingin' Utters
 D.C.,Washington,And the Washington Monument Blinks Goodnight,  Q And Not U
 D.C.,Washington,Washington D.C.,  Gil Scott-Heron
 D.C.,Washington,Welcome to D.C.,  Mambo Sauce
 D.C.,Washington,D.C. or Nothing,  Wale
 Kansas,Wichita,Seven Nation Army,  White Stripes
 Kansas,Wichita,True Dreams of Wichita,  Soul Coughing
 Kansas,Wichita,Wichita,  Gillian Welch
 Kansas,Wichita,Wichita Cathedral,  Butthole Surfers
 Kansas,Wichita,Wichita Lineman,  Glen Campbell
 Kansas,Wichita,Wichita Skyline,  Shawn Colvin
 New Jersey,Wildwood,Wildwood Days,  Bob Rydell
 Arizona,Winslow,Take It Easy,  The Eagles
 Michigan,Ypsilanti,"For The Widows In Paradise, For The Fatherless In Ypsilanti",  Sufjan Stevens
 Ohio,Youngstown,Youngstown,  Bruce Springsteen
 Georgia,Atlanta,Preachin' the Blues,  Bessie Smith
 Georgia,Atlanta,"Atlanta, G.A.",", pop/big band song written  Sunny Skylar and Artie Shaftel 1945"
 Georgia,Atlanta,Hot 'Lanta," (instrumental)  The Allman Brothers, from At Fillmore East 1971"
 Georgia,Atlanta,Doraville,"  Southern rock band Atlanta Rhythm Section, from Third Annual Pipe Dream 1974"
 Georgia,Atlanta,Oh Atlanta,"  L.A. band Little Feat, from Feats Don't Fail Me Now 1974"
 Georgia,Atlanta,I'm the Only Hell (Mama Ever Raised),"  Johnny Paycheck, from Slide Off of Your Satin Sheets album 1977"
 Georgia,Atlanta,"Oh, Atlanta","  British hard rock band Bad Company, from Desolation Angels 1979; also covered  Alison Krauss"
 Georgia,Atlanta,Atlanta Burned Again Last Night,"  country group Atlanta, from Pictures 1983"
 Georgia,Atlanta,Badstreet U.S.A,  Michael Hayes (wrestler) 1987
 Georgia,Atlanta,"Girls, Girls, Girls","  Mötley Crüe, from Girls, Girls, Girls 1987 (""rockin' in Atlanta at Tattletales"")"
 Georgia,Atlanta,200 More Miles,"  Canadian band Cowboy Junkies, from The Trinity Session 1988"
 Georgia,Atlanta,Love Shack,"  Athens band The B52's, from Cosmic Thing 1989 (""headin' down the Atlanta highway""), a reference to near Athens, dancerock"
 Georgia,Atlanta,Going to Georgia,"  The Mountain Goats (from Zopilote Machine, 1994)"
 Georgia,Atlanta,Southernplayalisticadillacmuzik,"  Outkast 1994, Southern hip hop"
 Georgia,Atlanta,Atlanta,"  Stone Temple Pilots, from No. 4 1999"
 Georgia,Atlanta,Neon,"  John Mayer, bluesy song mentions Peachtree Street, from Room for Squares 2001, and Inside Wants Out"
 Georgia,Atlanta,ATL Eternally, (featuring Pastor Troy and Lil Jon & the Eastside Boyz) from Alley: The Return of the Ying Yang Twins 2002
 Georgia,Atlanta,ATL Hoe,"  Ba D, Pastor Troy, Archie and Lil John 2002"
 Georgia,Atlanta,Welcome to Atlanta,"  Jermaine Dupri and Ludacris, 2002, from Word of Mouf and Instructions (#3 on Billboard Hot Rap Singles)"
 Georgia,Atlanta,F.I.L.A (Forever I Love Atlanta),"  Lil Scrappy feat. Lil Jon 2004, crunk"
 Georgia,Atlanta,Georgia,"  Field Mob and Ludacris ft. Jamie Foxx, from Disturbing tha Peace 2005"
 Georgia,Atlanta,Oh,"  Ciara feat. Ludacris 2005 (""Adamsville, Bankhead, College Park"")"
 Georgia,Atlanta,ATL,"  Freak Nasty 2006, (rap, Miami bass)"
 Georgia,Atlanta,Bad Education,  Tilly and the Wall 2006
 Georgia,Atlanta,ATL," alt. rock song  Butch Walker, from Sycamore Meadows 2008"
 Georgia,Atlanta,One More Drink,"  Ludacris ft. TPain, from Theater of the Mind 2008, hip hop soul"
 Georgia,Atlanta,Communicating Doors,"  The Extra Lens (From Undercard, 2010)"
 Georgia,Atlanta,Atlanta,"  Ron Pope (from Atlanta), 2012)"
 Georgia,Atlanta,New Atlanta,"  Migos ft. Jermaine Dupri, Young Thug and Rich Homie Quan from No Label 2 2014, trap music"
 Georgia,Atlanta,Panda (song),"  Desiigner, from New English (mixtape) , 2015 (""I got broads in Atlanta"")"
 Georgia,Atlanta,"Atlanta, GA","  Shawty Lo (of D4L, d.2016) featuring TheDream, Ludacris and Gucci Mane)"
 Georgia,Atlanta,Atlanta Lady (Something About Your Love),  Marty Balin (of Jefferson Airplane)
 Georgia,Atlanta,East Atlanta Day,  Zaytoven featuring Gucci Mane and 21 Savage
 Georgia,Atlanta,Havana,"  Camila Cabello ft. Young Thug 2017 (""he took me back to East Atlanta"") (#1 on Billboard Hot 100)"
 Georgia,Atlanta,East Atlanta Love Letter,  6lack 2018
 Georgia,Atlanta,1000 Nights,"  Ed Sheeran feat. Meek Mill & A Boogie Wit Da Hoodie, from No. 6 Collaborations Project, 2019 (""Last night I played a show in Atlanta; Husbands and wives, daddies and daughters with their cameras"")"
 Georgia,Atlanta,Atlanta's Burning Down,  Dickey Betts from Atlanta's Burning Down 1978
 Georgia,Atlanta,Atlanta Blues (Make Me One Pallet On Your Floor),"  Eartha Kitt from ""St Louis Blues"" 1958"
 Georgia,Atlanta,Atlanta June,  Pablo Cruise from A Place in the Sun 1977
 Alabama,Birmingham,The Old Iron Hills,  Maylene and the Sons of Disaster
 Alabama,Birmingham,Train to Birmingham,  John Hiatt
 Alabama,Birmingham,Birmingham Daddy,  Gene Autry
 Alabama,Birmingham,Birmingham Sunday,  Richard Farina
 Alabama,Birmingham,Birmingham  Harry Belafonte and R. B. Greaves,
 Alabama,Birmingham,Postmarked Birmingham,  Blackhawk
 Alabama,Birmingham,Birmingham Shadows,   Bruce Cockburn
 Alabama,Birmingham,Birmingham Bus Station,   Charlie Daniels Band
 Alabama,Birmingham,Hello Birmingham,[1]  Ani DiFranco
 Alabama,Birmingham,Birmingham Bounce,   Tommy Dorsey
 Alabama,Birmingham,Birmingham,   DriveBy Truckers
 Alabama,Birmingham,Birmingham Breakdown,   Duke Ellington
 Alabama,Birmingham,Boulder to Birmingham,  Emmylou Harris
 Alabama,Birmingham,Tuxedo Junction,  Erskine Hawkins
 Alabama,Birmingham,Birmingham Black Bottom,   Charlie Johnson
 Alabama,Birmingham,I Got a Man in a 'Bama Mine,   Merline Johnson
 Alabama,Birmingham,Paint Me a Birmingham,   Tracy Lawrence
 Alabama,Birmingham,Birmingham Jail,  Lead Belly
 Alabama,Birmingham,Sweet Home Alabama,   Lynyrd Skynyrd
 Alabama,Birmingham,Birmingham,  Amanda Marshall
 Alabama,Birmingham,When Jesus Left Birmingham,   John Mellencamp
 Alabama,Birmingham,Sweet Birmingham, (first recorded  Taj Mahal)  Robert Moore
 Alabama,Birmingham,Notifier Birmingham,   The Mountain Goats
 Alabama,Birmingham,Breakfast in Birmingham,  David Lee Murphy
 Alabama,Birmingham,Birmingham,  Randy Newman
 Alabama,Birmingham,Talking Birmingham Jam,   Phil Ochs
 Alabama,Birmingham,Down and Out in Birmingham,  Pirates of the Mississippi
 Alabama,Birmingham,Sparrows over Birmingham,  Josh Rouse
 Alabama,Birmingham,Mining Camp Blues,   Trixie Smith
 Alabama,Birmingham,Birmingham Bertha,  (from On with the Show!)  Ethel Waters
 Alabama,Birmingham,Birmingham Turnaround,  Keith Whitley
 Alabama,Birmingham,Pratt City Blues,   Jabo Williams
 Alabama,Birmingham,Birmingham Blues,   Edith Wilson
 Alabama,Birmingham,Birmingham,   Shovels & Rope
 Alabama,Birmingham,Birmingham Blues,   The Charlie Daniels Band
 Alabama,Birmingham,Promised Land, (later remade as a 1975 hit for Elvis Presley)  Chuck Berry
 Alabama,Birmingham,Jacob's Ladder, (first recorded  Huey Lewis and the News  Bruce Horns
 Alabama,Birmingham,Hey  Little Richard,
 Alabama,Birmingham,Old Iron Hills,   Maylene And The Sons Of Disaster
 Alabama,Birmingham,Hey Hey Hey Hey,(Going back to Birmingham)  Bob Seger
 Alabama,Birmingham,Sweet Home Alabama,  Lynyrd Skynyrd
 Alabama,Birmingham,Swordfishtrombone,   Tom Waits
 Alabama,Birmingham,Gun Street Girl,   Tom Waits
 Alabama,Birmingham,Playboy Mommy,    Tori Amos
 Alabama,Birmingham,One of These Days,  DriveBy Truckers
 Alabama,Birmingham,Maribel,  Andy Offutt Irwin
 Alabama,Birmingham,Stars Fell on Alabama,   Frank Perkins/Mitchell Parish
 Alabama,Birmingham,I Can't Love You Anymore,  Lyle Lovett
 Alabama,Birmingham,Black Betty,  Huddie Ledbetter/Ram Jam
 Alabama,Birmingham,Rip This Joint,   The Rolling Stones
 Alabama,Birmingham,Cities,   Talking Heads
 Alabama,Birmingham,Alabama Chicken,   Sean Hayes
 Alabama,Birmingham,If It Hadn't Been For Love,   The Steeldrivers
 Alabama,Birmingham,Guitar Man,   Jerry Reed
 Alabama,Birmingham,Run Ba Run,   Sheryl Crow
 Alabama,Birmingham,Postmarked  Blackhawk,
 Alabama,Birmingham,,
 Massachusetts,Boston,528,  Nervous Eaters
 Massachusetts,Boston,All Kindsa Girls,  Real Kids
 Massachusetts,Boston,"Allston, Mass",  The Allstonians
 Massachusetts,Boston,The Allston Beat,  The Allstonians
 Massachusetts,Boston,An Open Letter to Boston,  Mark Lind & The Unloved
 Massachusetts,Boston,As We Walk to Fenway Park in Boston Town,  Jonathan Richman
 Massachusetts,Boston,Back Bay Shuffle,  Artie Shaw
 Massachusetts,Boston,Back to Boston,  The Rosebuds
 Massachusetts,Boston,Bank of Boston Beauty Queen,  The Dresden Dolls
 Massachusetts,Boston,Beantown,  John Cena
 Massachusetts,Boston,Bigger Things in Mind,  Westbound Train
 Massachusetts,Boston,Bill Lee," (Boston Red Sox pitcher, 1969–1978)  Warren Zevon"
 Massachusetts,Boston,Blue Thunder,  Galaxie 500
 Massachusetts,Boston,Billy Ruane,  Varsity Drag (Ben Deily)
 Massachusetts,Boston,Boston,  Augustana
 Massachusetts,Boston,Boston,  Ed OG
 Massachusetts,Boston,Boston,  The Byrds
 Massachusetts,Boston,Boston,  The Dresden Dolls
 Massachusetts,Boston,Boston,  emmet swimming
 Massachusetts,Boston,Boston,  Horror Show
 Massachusetts,Boston,Boston,  Kenny Chesney
 Massachusetts,Boston,Boston,  Paulson
 Massachusetts,Boston,Boston,  The Party of Helicopters
 Massachusetts,Boston,Boston,  Patty Griffin
 Massachusetts,Boston,Boston (Ladies of Cambridge),  Vampire Weekend
 Massachusetts,Boston,Boston (My Hometown),"  Freddy ""Boom Boom"" Cannon"
 Massachusetts,Boston,Boston and St. John's,  Great Big Sea
 Massachusetts,Boston,Boston Asphalt,  the Dropkick Murphys
 Massachusetts,Boston,Boston Babies,  G.B.H.
 Massachusetts,Boston,Boston Babies,  Slaughter & The Dogs
 Massachusetts,Boston,Boston Band,  Jim's Big Ego
 Massachusetts,Boston,Boston Belongs To Me,  Death Before Dishonor
 Massachusetts,Boston,The Boston Beguine,  Sheldon Harnick
 Massachusetts,Boston,Boston Bound,  The Kings of Nuthin'
 Massachusetts,Boston,Boston Girl,  Didn't Planet
 Massachusetts,Boston,Boston Jail,  Porter Wagoner
 Massachusetts,Boston,A Boston Peace,  Say Anything
 Massachusetts,Boston,Boston Rag,  Steely Dan
 Massachusetts,Boston,Boston Rose,  Liam Reilly
 Massachusetts,Boston,Boston Strong,  Jeffrey Nottonson
 Massachusetts,Boston,Boston Subway,  The Pubcrawlers
 Massachusetts,Boston,Boston Tea Party,"  Alex Harvey (and, more recently,  Fish)"
 Massachusetts,Boston,The Boston Tea Party,"  Jimmy Dorsey,(Decca, DLA456A)"
 Massachusetts,Boston,Boston United,  The Unseen
 Massachusetts,Boston,"Boston, USA",  The Ducky Boys
 Massachusetts,Boston,Bostons,  Have Heart
 Massachusetts,Boston,"Bridges, Squares",  Ted Leo and the Pharmacists
 Massachusetts,Boston,Brighton Memories,  The Allstonians
 Massachusetts,Boston,Bunker Hill,  Michael Penn
 Massachusetts,Boston,Carl Yastrzemski,  Jess Cain
 Massachusetts,Boston,The Chosen Few,  the Dropkick Murphys
 Massachusetts,Boston,Christmas Time,  the Dogmatics (takes place in Kenmore Square)
 Massachusetts,Boston,Crutch,  Buffalo Tom
 Massachusetts,Boston,The Devil Came Up To Boston,  Adam Ezra Group
 Massachusetts,Boston,Devils in Boston,  Samantha Crain
 Massachusetts,Boston,Dirty Water,  The Standells
 Massachusetts,Boston,Down Around Here,  Big D and the Kids Table
 Massachusetts,Boston,Drivin' in Boston is Drivin' Me to Drink,  Howie Newman
 Massachusetts,Boston,The End of Radio,  Shellac
 Massachusetts,Boston,Etoh,  The Avalanches
 Massachusetts,Boston,Fairmount Hill,  the Dropkick Murphys
 Massachusetts,Boston,The Fenway,  Jonathan Richman (Jonathan Richman and the Modern Lovers)
 Massachusetts,Boston,Fly Into the Mystery,  Jonathan Richman (The Modern Lovers)
 Massachusetts,Boston,For Boston," originally  T.J. Hurley (and, more recently,  the Dropkick Murphys)"
 Massachusetts,Boston,For Boston,  The Hold Steady
 Massachusetts,Boston,Girlfriend,  Jonathan Richman (The Modern Lovers)
 Massachusetts,Boston,Going Out in Style,  the Dropkick Murphys
 Massachusetts,Boston,Government Center,  Jonathan Richman (The Modern Lovers)
 Massachusetts,Boston,Homecoming King,  Guster
 Massachusetts,Boston,,
 Massachusetts,Boston,I Want My City Back,  The Mighty Mighty Bosstones
 Massachusetts,Boston,The Ice of Boston,  The Dismemberment Plan
 Massachusetts,Boston,I'm Shipping up to Boston,"  Woody Guthrie and the Dropkick Murphys from The Warrior's Code 2005, music video filmed in East Boston, (Celtic punk)"
 Massachusetts,Boston,I'm Yours Boston,  Big D and the Kids Table
 Massachusetts,Boston,In Defense of Dorchester,  the Street Dogs
 Massachusetts,Boston,Jackson Mann,  The Allstonians
 Massachusetts,Boston,Just Like Larry,  Dispatch (subject of the song is former Boston Celtic and Basketball Hall of Famer Larry Bird)
 Massachusetts,Boston,Knights of Bostonia,  State Radio
 Massachusetts,Boston,Logan to Government Center,  Brand New
 Massachusetts,Boston,Lost in Boston,  The Walkmen
 Massachusetts,Boston,M.T.A.,  The Kingston Trio
 Massachusetts,Boston,Mass Ave,  Willie Alexander
 Massachusetts,Boston,Mass Pike,  The Get Up Kids
 Massachusetts,Boston,Massachusetts Avenue,  Amanda Palmer & The Grand Theft Orchestra
 Massachusetts,Boston,Mess,  Noah Kahan
 Massachusetts,Boston,Midnight Rambler,  The Rolling Stones
 Massachusetts,Boston,Modern World,  Jonathan Richman (The Modern Lovers)
 Massachusetts,Boston,A More Perfect Union,  Titus Andronicus
 Massachusetts,Boston,My Boston,  Big Shug
 Massachusetts,Boston,My Sister,  Juliana Hatfield
 Massachusetts,Boston,Never Alone,  Dropkick Murphys
 Massachusetts,Boston,No Future (Death or Jail),  Mark Lind
 Massachusetts,Boston,Normal Town,  Better Than Ezra
 Massachusetts,Boston,Pipe Bomb on Lansdowne Street,  the Dropkick Murphys
 Massachusetts,Boston,Please Come to Boston,  Dave Loggins
 Massachusetts,Boston,The Rascal King,  The Mighty Mighty Bosstones
 Massachusetts,Boston,Ride on Down the Highway,  Jonathan Richman (The Modern Lovers)
 Massachusetts,Boston,Riot on Broad Street,  The Mighty Mighty Bosstones
 Massachusetts,Boston,Riverside,  The Allstonians
 Massachusetts,Boston,Roadrunner,  Jonathan Richman (The Modern Lovers)
 Massachusetts,Boston,Rock and Roll Band,  Boston
