state,city,song,artist
 New York,New York City,Tenth Avenue Tango,  Bruce Willis
 New York,New York City,Terror (September 11th),  Jimmy Cliff
 New York,New York City,Thank the Lord for New York City,  Sandy Posey
 New York,New York City,"Thank You, Lord, for Sending Me the F Train",  Mike Doughty
 New York,New York City,"Thank You, New York",  Chris Thile
 New York,New York City,That Bowery Song,  Bashambles
 New York,New York City,That Harlem Express,  Tom Talbert Orchestra
 New York,New York City,That's Broadway, (from Bright Lights of 1944)
 New York,New York City,That's the Way We Do things In New Yawk,  Jelly Roll Morton
 New York,New York City,That's What Harlem Is to Me, (from the musical revue Bubbling Brown Sugar)
 New York,New York City,That's What the WellDressed Man in Harlem Will Wear,  Irving Berlin
 New York,New York City,That's What Sends Men To The Bowery,  Reparata and the Delrons
 New York,New York City,Theme for New York City (Based on Prelude No. 4),  Idris Muhammad
 New York,New York City,Theme from 'Escape from New York',  John Carpenter
 New York,New York City,Theme from 'Mr Broadway',  Dave Brubeck
 New York,New York City,"Theme from New York, New York", written  Kander and Ebb; originally recorded  Liza Minnelli; famously sung  Frank Sinatra 1980
 New York,New York City,Theme from 'NYPD Blue',  Mike Post
 New York,New York City,Then the Letting Go,  The Mountain Goats
 New York,New York City,There Was a Time – Echo of Harlem,  Eddie Harris
 New York,New York City,There You Have (Old) New York Town, (music and lyrics  Louis A. Hirsch)
 New York,New York City,There's a Boat Dat's Leavin' Soon for New York," from the opera Porgy and Bess  George Gershwin, Ira Gershwin, and Dubose Heyward and recorded  Louis Armstrong & Ella Fitzgerald, Carmen McRae & Sammy Davis, Jr., Ernestine Anderson, Miles Davis, and many more"
 New York,New York City,There's a Boy in Harlem,  Tommy Dorsey
 New York,New York City,There's a Broken Heart for Every Heart Light on Broadway,  Mel Torme
 New York,New York City,There's a House in Harlem for Sale,  Red Allen
 New York,New York City,There's A Little Bit Of Everything on Broadway, music  Harry Carroll and Sigmund Romberg; lyrics  Harold Atteridge
 New York,New York City,There's a Little Street in Heaven (That They Call Broadway),  A. Baldwin Sloane and James T. Waldon
 New York,New York City,There's No Place Like New York,  Allen Toussaint
 New York,New York City,There's Nothing Like New York,  M.C. Beta
 New York,New York City,There's Rhythm In Harlem,  Mills Blue Rhythm Band
 New York,New York City,The Things Dreams Are Made Of,  Human League
 New York,New York City,Think We Got a Problem,  Sheek Louch
 New York,New York City,Third Avenue,  Clifford Jordan Big Band
 New York,New York City,Third Avenue El,  Vernon Duke and Ogden Nash
 New York,New York City,Third Avenue Rag,  David Chesky
 New York,New York City,Third Week in the Chelsea,  Jefferson Airplane
 New York,New York City,This Ain't New York,  Ian North
 New York,New York City,This Is Crush Collision,  Age of Chance
 New York,New York City,This Is New York,  Tirez Tirez
 New York,New York City,This Is Why I'm Hot,  Mims (rapper)
 New York,New York City,This Island,  Le Tigre
 New York,New York City,This Island New York,  Nate Borofsky
 New York,New York City,This Land Is Your Land,  Woody Guthrie
 New York,New York City,This Mess We're In,  PJ Harvey (with Thom Yorke)
 New York,New York City,This Morning I Woke Up in New York City,  John Kelley
 New York,New York City,Thompkins Square Park,  E.O.L. Soulfrito
 New York,New York City,Thousands Are Sailing,  The Pogues
 New York,New York City,Three Boroughs,  Xecutioners
 New York,New York City,Three Days in Manhattan,  Down to the Bone (band)
 New York,New York City,Three Minutes on 52nd Street,  Lionel Hampton
 New York,New York City,Throw Up Ya Gunz,  2Pac
 New York,New York City,Tiffany Girl, music  E. Ray Goetz and Sigmund Romberg; lyrics  E. Ray Goetz
 New York,New York City,Tijuana Harlem,  Maxwell Davis & The Harlem Brass
 New York,New York City,Till the Next Goode,  Rolling Stones
 New York,New York City,Tillie of Longacre Square, music  James F. Hanley; lyrics  Harold Atteridge and Ballard MacDonald
 New York,New York City,Time and Space,  The Digable Planets
 New York,New York City,Times Square,  Barry Reynolds
 New York,New York City,Times Square, (from The Bunch and Judy)
 New York,New York City,Times Square,  Destroyer
 New York,New York City,Times Square,  Glue
 New York,New York City,Times Square,  Kenyon Hopkins
 New York,New York City,Times Square,  Link Bekka (this is an alias of Peter Daltrey)
 New York,New York City,Times Square,  Marianne Faithfull
 New York,New York City,Times Square,  Mike Mandel
 New York,New York City,Times Square,  Ornette Coleman
 New York,New York City,A Times Square,  Phil Moore (jazz musician)
 New York,New York City,Times Square,  Sophia Knapp
 New York,New York City,The Times Square Arguments, music  Harry Carroll and Sigmund Romberg; lyrics  Harold Atteridge
 New York,New York City,Times Square Ballet, (from On the Town (musical)
 New York,New York City,Times Square GoGo Boy,  East River Pipe
 New York,New York City,Times Square Heart,  Eddie Schwartz
 New York,New York City,Times Square Machine (N.Y.C. February 1991),  Chris Whitley
 New York,New York City,Times Square Rag,  David Chesky
 New York,New York City,Times Square Rag,  Harry Roy
 New York,New York City,Time Squared,  Eric Leeds
 New York,New York City,Time Squared,  Yellowjackets
 New York,New York City,Tin Pan Alley,  Apples In Stereo
 New York,New York City,Tin Pan Alley,  Jerry Ross and Richard Adler
 New York,New York City,Tin Pan Alley," (a.k.a. ""The Roughest Place in Town"")  Jimmy Wilson"
 New York,New York City,Tin Pan Alley Rag,  Jack Fina
 New York,New York City,Tina Toledo's Street Walkin' Blues,  Ryan Adams
 New York,New York City,Tinseltown to the Boogiedown,  Scritti Politti (mentions NYPD and the Boogiedown is The Bronx)
 New York,New York City,To a Broadway Rose,  Artie Shaw
 New York,New York City,To Birdland and Hurry,  Herbie Mann
 New York,New York City,To Get to You (55th & 3rd),  Kenny Chesney
 New York,New York City,Token Back to Brooklyn,  They Might Be Giants
 New York,New York City,Tom Jones International,  Tom Jones
 New York,New York City,Tom's Diner,  Suzanne Vega
 New York,New York City,Tompkins Park,  Peter Daltrey
 New York,New York City,Tompkins Square,  The Harbingers
 New York,New York City,Tompkins Square Blues,  The Optic Nerve
 New York,New York City,Tompkins Square Park,  Chamaeleon Church
 New York,New York City,Tompkins Square Park,  Mumford & Sons
 New York,New York City,A Tone Parallel to Harlem,  Jazz In The Classroom
 New York,New York City,Too Dumb for New York City,  Waylon Jennings
 New York,New York City,Too Late (New York City),  Tycoon
 New York,New York City,Took Place in East New York,  Stetsasonic
 New York,New York City,The Touchables in Brooklyn,  Dickie Goodman
 New York,New York City,Townsend in the Square,  Michael Conway Baker
 New York,New York City,Toyan On Broadway,  Toyan
 New York,New York City,Train Under Water,  Bright Eyes
 New York,New York City,Transfiguration of Hiram Brown Suite,  Mose Allison
 New York,New York City,Tracie's Hideout,   Tracie Spencer
 New York,New York City,Transfer to Manhattan,  James Moody (saxophonist)
 New York,New York City,The Treat of 42nd Street,  Gary Glitter
 New York,New York City,A Tree Grows in Brooklyn (Overture), (from the musical A Tree Grows in Brooklyn)
 New York,New York City,A Tree That Grows in Brooklyn, (from Follow The Girls)
 New York,New York City,The Tremont Avenue Cruisewear Fashion Show, (music  Jerry Livingston; lyrics  Mack David)
 New York,New York City,Tres Leches (Triboro Trilogy),  Big Punisher
 New York,New York City,Trial of Tears,  Dream Theater
 New York,New York City,Tribeca,  A Certain Ratio
 New York,New York City,Tribeca,  Greg Adams
 New York,New York City,Tribeca,  Kenny G
 New York,New York City,Tribecca,  D'wayne Wiggins
 New York,New York City,The Tribes of New York,  Ornette Coleman
 New York,New York City,Triboro Drive,  Kenyon Hopkins
 New York,New York City,A Trip to New York,  Charlie Poole
 New York,New York City,A Trip to NYC,  Sleeping States
 New York,New York City,Trouble on the Westside,  Tony Touch featuring Slick Rick
 New York,New York City,Truckin' (They're Going Hollywood in Harlem),  Martha Raye
 New York,New York City,The True Meaning,  Cormega
 New York,New York City,The Truth Ain't Pretty,  Steve Conte & The Crazy Truth
 New York,New York City,Trylon Swing,  Cab Calloway
 New York,New York City,T.S.O.B.,  Master Jay & Michael Dee
 New York,New York City,Tuesday in New York,  Jon Mark/MarkAlmond
 New York,New York City,Tunnel of Love,  Dire Straits
 New York,New York City,Turn Me Loose on Broadway, (from the musical 'Two's Company')
 New York,New York City,Turtle Bay,  Herbie Mann
 New York,New York City,T.V. Land,  Vast Aire
 New York,New York City,Twelve Thirty (Young Girls Are Coming to the Canyon),  The Mamas & the Papas
 New York,New York City,Twenty Years,  Augustana
 New York,New York City,Twilo Thunder,  Breeder
 New York,New York City,Twin Hype,  Twin Hype
 New York,New York City,Twist Twist,  The Chakachas
 New York,New York City,Twistin' at the Waldorf,  Don Meehan
 New York,New York City,Twistin' the Night Away,  Sam Cooke
 New York,New York City,Two Little Girls,  Ani DiFranco
 New York,New York City,Two Nobodys in New York, from the musical title of show
 New York,New York City,Two People from New York,  Terry Black & Laurel Ward
 New York,New York City,Two White Boys Watching James Brown at the Apollo,  David Grisman & Andy Statman
 New York,New York City,UFO Over N.Y.,  Guru Guru
 New York,New York City,Ugly Heart,  G.R.L.
 New York,New York City,Ugly New York,  Peter Wolf (producer)
 New York,New York City,U.M.M.G.(Upper Manhattan Medical Group),  Duke Ellington
 New York,New York City,U.N. Building,  Harry Geller And His Orchestra
 New York,New York City,Un Caribe En Nueva York,  Ricardo Arjona
 New York,New York City,Un Dia En Nueva York,  Los Hermanos Rosario
 New York,New York City,Un Ecureuil À Central Park,  Claude Nougaro
 New York,New York City,Un Oiseau Sur NewYork,  Alec R. Costandinos
 New York,New York City,Un Rêve Plus Long Que la Nuit,  The Mountain Goats
 New York,New York City,Un Verano En Nueva York,  El Gran Combo de Puerto Rico
 New York,New York City,Un jour j'irai à NewYork avec toi,  Téléphone
 New York,New York City,Una sera a New York,  Marcella Bella
 New York,New York City,Uncle In Harlem,  New Deal Rhythm Band
 New York,New York City,Under Pressure, (full version)  Queen & David Bowie
 New York,New York City,Under The 4th Street Bridge,  Bill Wolfer
 New York,New York City,Undercover Of The Night,  Rolling Stones
 New York,New York City,Underground,  Jane's Addiction
 New York,New York City,Underground,  Versus
 New York,New York City,Underground Town,  The Toasters
 New York,New York City,Underneath the Harlem Moon,  Don Redman and his Orchestra
 New York,New York City,Unexpected Lover In N.Y.,  TSquare
 New York,New York City,Union Square,  Tom Waits
 New York,New York City,Unity,  Afrika Bambaataa & James Brown
 New York,New York City,Utopia Parkway,  Fountains Of Wayne
 New York,New York City,Utopia Pkwy,  Cul De Sac
 New York,New York City,Up And Down Lenox,  Mobstyle
 New York,New York City,Up Cherry Street,  Baja Marimba Band
 New York,New York City,Up in Central Park,  Al Goodman and his Orchestra
 New York,New York City,Up In Harlem,  Boys Choir of Harlem
 New York,New York City,Up in the Streets of Harlem,  the Drifters
 New York,New York City,Up On Fifth Avenue Near Central Park,  John Frederick Coots and Raymond W. Klages
 New York,New York City,Up On The Catwalk,  Simple Minds
 New York,New York City,Up On The Hudson Shore,  Al Jolson and Harold Atteridge
 New York,New York City,Upper Madison Avenue Blues,  Bob Short
 New York,New York City,Upper Manhattan Medical Group,  Steve Kuhn Trio
 New York,New York City,Upper West Side,  King Princess
 New York,New York City,Upper West Side Story,  Bob Broom
 New York,New York City,Uprock,  Rock Steady Crew
 New York,New York City,Uptight Manhattan,  David Peel
 New York,New York City,Uptown,  The Chambers Brothers
 New York,New York City,Uptown,  Joe Bataan
 New York,New York City,Uptown,  Lee Ritenour
 New York,New York City,Uptown Girl,  Billy Joel
 New York,New York City,Uptown New York,  Sherman Hunter
 New York,New York City,Urbania,  Nowomowa
 New York,New York City,Usa un Condón,  Miki González
 New York,New York City,Utica Ave. In Dub,  Sly and Robbie
 New York,New York City,Vado a Nuova York,  Mecano
 New York,New York City,Val Jester,  The National
 New York,New York City,Valley Winter Song,  Fountains of Wayne
 New York,New York City,The Vampires of New York,  Marcy Playground
 New York,New York City,Vaudeville Ain't Dead/Catch Our Act at the Met, (from the musical revue Two on the Aisle)
 New York,New York City,Vecchio Jazz Di Broadway,  Mario Pezzotta E I Suoi Solisti
 New York,New York City,Venezuelan in New York,  King Changó
 New York,New York City,Venus,  Television
 New York,New York City,Venus of Avenue D,  Mink DeVille
 New York,New York City,Verdict on Judge Street,  Eddie Palmieri
 New York,New York City,Village Gait,  Yellowjackets
 New York,New York City,The Village in the Morning,  The Magnetic Fields
 New York,New York City,The Village of New York, (from the film Windjammer)
 New York,New York City,Village Voice Personal,  Shrug
 New York,New York City,Village Zoo,  Mark Col
 New York,New York City,Violets for Your Furs,  Frank Sinatra
 New York,New York City,Vipers of Harlem,  Darryl Read
 New York,New York City,Visions of Johanna,  Bob Dylan
 New York,New York City,W 86th,  Lee Konitz
 New York,New York City,Waiting for the B Train,  Christine Lavin
 New York,New York City,Wake up,  Hilary Duff
 New York,New York City,Wake up in New York,  Craig Armstrong
